CriticReviewID,CriticID,GameID,PlatformID,review_text,critic_score
33,333,1306,13,"If ""LocoRoco's"" too-cute art style turns you off or its odd gameplay still confuses you, trust me. Give LocoRoco 2 30 open-minded minutes. You won't regret it. [Mar 2009, p.74]",90
34,151,1306,13,No better and no worse than the original - but still an absolute joy in nearly every respect. This is a must-have title for the PSP.,90
35,63,1306,13,"If you enjoyed the first, or are interested in getting into the series, then I would highly recommend checking this game out. Plus you can’t beat the $20 price point, that is some serious bang for your buck.",90
36,239,1306,13,It is hard not to like LocoRoco 2. It relishes in a happy mood and does its best to spread the happiness to everyone that picks up the game.,90
37,408,1306,13,"LocoRoco 2 wisely takes the torch of the first installment and succeeds again in PSP with an original title, fresh (though with the same basis than the first one) and extremely entertaining.",90
38,178,1306,13,"LocoRoco 2 is a pleasure. It lacks the depth of some of its contemporaries, to be sure, but in terms of sheer enjoyment value few games come close. It’s euphoric, and there’s more than enough content and unlockables to justify the $19.99 price tag.",90
39,124,1306,13,"LocoRoco 2 is a great continuation to the series and a game that most, if not all, PSP owners should have in their collection. Other than the minor gripe with the sensitive controls, there is a lot to love about this game. If you missed the opportunity to play the first, there is no real excuse to not get LocoRoco 2. At a very affordable price-point, you’re getting more than enough to satisfy your portable gaming needs for a long time.",90
40,313,1306,13,"A slightly improved, gleeful and irresistible triumph only tempered by familiarity. [Issue#174, p.76]",89
41,214,1306,13,"LocoRoco 2 may not stray too far from the original, but it’s a fantastic and utterly charming piece of game design nonetheless.",88
42,179,1306,13,"Some nice additions to a game that still cannot fail to make you smile. [Christmas 2008, p.85]",88
43,325,1306,13,LocoRoco 2 could well be the most enjoyable mix of madcap nonsense and simple yet perfectly formed gameplay that there's been all year.,87
44,59,1306,13,"It is a game that is definitely the perfect game for any gamer in the family, from the hardcore to the most casual.",86
45,140,1306,13,"Still hands-down the cutest franchise on the PSP, LocoRoco 2 adds enough new ideas to its already unique gameplay to make it a great improvement on the original game.",85
46,293,1306,13,"It's bigger, better and happier. Let a little LocoRoco love into your life and you'll never regret it.",85
47,320,1306,13,LocoRoco 2 is basicly the same game than LocoRoco 1. That is by no means a negative fact as gameplay is exceptionally clever and fun and makes you fall in love with guiding the cute little LocoRocos to the goal. A platform game with a bit of puzzle and action in between has rarely been this much fun and never as heartwarming as now. [Jan 2009],85
48,67,1306,13,"LocoRoco 2 is a great title at a great price point. Its misgivings -- short playtime, lack of narrative substance and meaningless collectibles -- are easily trumped by the game’s character and solid gameplay.",85
49,174,1306,13,"Even if you don't normally go for cute games, LocoRoco 2 is worth checking out - even if you can only play it when no one else is watching.",85
50,41,1306,13,"The carefully crafted animations always transmit the right feel at the right time, whether you're bouncing over a spongy surface, gliding through windy areas, or sliding on ice. Everything in this game is charming; it has a cheery vibe you won't be able to find elsewhere.",84
51,115,1306,13,"For all the Blues Clues color palette, the flowers blowing in the breeze past dancing cacti, and a soundtrack that seems to recorded by the Alvin and the Chipmunks singing J-pop for a kindergarten show and tell on happy brownie recipes, it has the artistic polish that Sony is known for and a redesign that is nearly flawless for a sequel to a successful title.",83
52,324,1306,13,"LocoRoco 2 is as amusing as the original, but the differences between the two are marginal at best. Luckily, the swell controls and endearing visuals will enchant the audience of the first all over again.",82
53,232,1306,13,"It’s silly, elegant, strange, delightful, sometimes annoying, always cute, mostly easy (unless unlockables matter to you) a bit random, often clever and ultimately not that essential. It’s perhaps too whimsical for most people, and if you need meaningful story and immediate reward, it almost certainly isn’t for you. With the right mindset, though, it’s a real treat and something special for PSP owners to call their own.",82
54,4,1306,13,"LocoRoco 2 is a fresh and original experience for players and for the PSP line too. It has lost the surprise factor of the first game and the new features are not enough because offer a similar feeling. But LocoRoco means innovation, is an alternative expression and this generation needs it.",82
55,147,1306,13,"A great sequel to one of the PSP's best franchises, LocoRoco 2 is definitely a game fans of the original will want in their collection.",82
56,145,1306,13,"Despite new levels, moves, and critters, LocoRoco 2 is very much the same as the first. But when the same is this clever, it's hard to complain.",81
57,82,1306,13,"Ostensibly the same again, then, LocoRoco 2 nevertheless pulls its charm tight and burrows deeper into the mechanics, level layouts and set-pieces, presenting more elaborate rewards in visuals and gameplay, and doing a better job of sharing them with you so that you don't always feel as though you're searching for cuddly needles in a Teletubbies haystack. It comes across as a refined, more elaborately constructed sequel that remembers why it was good in the first place.",80
58,255,1306,13,"Even with some new touches and a increased difficulty, there are little changes in this sequel, which is probably the big problem here. The game keeps being as charming and enjoyable as the first one, so it´s perfect for those who love LocoRoco, but it lacks the sense of surprise and discovering of the first one.",80
59,160,1306,13,"Locoroco 2 might be a little less unique than its predeccesor, but its concept is still going strong. The overal atmosphere and gameplay elements will most likely turn a smile on your face. And for a more than decent price the game is almost mandatory for every PSP-owner.",80
60,318,1306,13,"LocoRoco 2 may play it safe, choosing not to mess with a successful formula, but it adds a few nice twists here and there.",80
61,237,1306,13,"Whether you're watching them hurtle along in the embrace of a rainbow wind, or guiding them through the intestines of a giant penguin, the squishy, smiling LocoRoco are as charming as they've ever been.",80
62,242,1306,13,"The second installment in the Loco Roco franchise offers us much of what we were offered in the first installment, with some minor yet appealing additions. The graphical style is just as cute as it was the last time around and the music is absolutely charming. Minor additions, such as a rhythm based minigame, really does a lot for the experience. The levels are more varied than in the first game and there are tons of things to do and find. It might not be a revolution, but it's an incredibly entertaining platforming experience.",80
63,389,1306,13,"Cute, charming, and an utterly magical joy to play from start to finish, LocoRoco 2 is your new best friend.",80
64,31,1306,13,"The sheer ingenuity of each stage keeps you going, but the scope of collectibles keeps you going back.",80
65,240,1306,13,Concept of its predecessor multiplied in all ways and published. And it works perfectly in every part of this two-dozen-level fun. [Issue#173],80
66,9,1306,13,"Despite the lack of evolution, I had a great time with LocoRoco 2. It's an improvement upon the original by most measures; bigger, better and more bad-ass, you might say, sacrilegious as it seems to apply Cliff Bleszinski's sales pitch to this sugary treat, but where Gears of War 2 delivered on its outlandish promises, LocoRoco 2 proves decidedly lacking.",80
67,86,1306,13,Although there is not as much innovation as we hoped for LocoRocco 2 is followed by truly fun details and rises once again to the throne as best platform game to the portable Sony console. Don’t let yourselves be fueled by the aspect of this title. Anyone will surrender to the charms of LocoRocco 2.,80
68,451,1306,13,"A handheld game that pitches the balance between pick-up-and-play fun and engaging gameplay exactly. The clever level design and artistic merit are an added bonus. [Jan 2009, p.129]",80
69,132,1306,13,"Still, with its quirky presentation and interesting gameplay, LocoRoco 2 makes some fantastic improvements over its short-but-sweet precursor that should attract fans of the series and newcomers alike. [Mar 2009, p.80]",80
70,332,1306,13,"It's enough to make it feel new and shiny again, and well worth buying. [Jan 2009, p.100]",80
71,323,2028,7,"Possibly the best AI ever found in an RTS. [Aug 2003, p.77]",100
72,446,2028,7,"The maturation of a genre. More ""Civilization"" in scope, feel, and satisfaction than even the popular ""Age of Empires"" series, Rise of Nations is the world's first 4X RTS.",100
73,99,2028,7,"Hidden beneath that glossy surface is a game that takes almost everything that's annoying with real-time strategy titles and fixes it. It's deep, yet accessible. It's action-packed, yet manageable. In short, it's everything you could ask for in a real-time strategy game.",100
74,174,2028,7,"A well-designed, well-executed paragon of strategy gaming, although mouse-click maniacs may be disappointed that the game requires more thought than the typical RTS.",95
75,147,2028,7,"Rise of Nations revitalizes this genre because it blends the mechanics of real time and turn based strategy games into one. As weird as this may sound, the game does this flawlessly and expounds the gameplay a hundred fold.",95
76,187,2028,7,A worthy product with far more assets than shortcomings and a campaign game that will keep you playing.,94
77,296,2028,7,"A stunning achievement in RTS design. [Aug 2003, p.74]",93
78,140,2028,7,"In many ways, Rise of Nations is better than the strategy games that have come before it. It's smarter. It's more challenging. It gives you more to do.",93
79,453,2028,7,"Graphically, this game is amazing.",93
80,295,2028,7,"While other games may offer more to immediately get excited about, its charms will last long after their 3D glories wane, and for fast-paced but thoughtful strategy action, you simply cannot do any better.",93
81,111,2028,7,No current strategy title can give you the clash between horseback cavalry and industrial age tanks and howitzers as compelling as what Rise of Nations brings to the table.,92
82,81,2028,7,"Yes, Nations emphasizes military might over diplomacy, but it's still one of the most intelligent and riveting strategy games we've played in a long time. [18 July 2003, p.83]",91
83,11,2028,7,A towering aggregation of everything that's good about strategy gaming.,90
84,19,2028,7,"The second, more significant disappoint that RON inflicts upon the gamer is the mind numbing singularity of the conquest battles. As much as I love toasting the opposition into roasted marshmallow oblivion, doing so 22 times in a row gets a little old.",90
85,110,2028,7,"As solid as bedrock. [July 2003, p.119]",90
86,10,2028,7,"Merging the best of the historical strategies of Civilization and Empire Earth with the dynamics and appeal of the Age of Empires and C&C, giving this RTS the level of detail reserved for turn-based strategies and simulations. And the best thing is - this really works!",90
87,394,2028,7,"Animation of the beautifully rendered characters and unit models particularly livens up the screen, and the attention to detail is often quite remarkable.",90
88,82,2028,7,One of the most impressive strategy games we've seen in years.,90
89,294,2028,7,"Aside from the lackluster sounds, Rise Of Nations has Gameplay that rocks and beats out any recent RTS offerings and at a pace that you can be done in 90 minutes or less - all of which makes this an ideal game for almost any gamer.",90
90,142,2028,7,An enormous game... Classic real-time gaming simply doesn't get much better than this.,90
91,21,2028,7,"Rise of Nations is a great fusion of several recent and classic strategy titles. It combines Empire Earth with Age of Empires, puts in a dash of Civilization and Risk, and then mixes it all together with a ton of options for you to play around with.",90
92,96,2028,7,"There is a lot to be said for the city-centric game design, the intricate unit balancing, the smart AI, and the catchy, quickie action, although there isn’t anything here to make the jaded sit up and shout.",88
93,159,2028,7,Has a huge amount of game play options and is one of the most intriguing RTS games I have played since Civilization. The only concern I had was with the amount of horsepower required by your computer to play in a bigger game.,88
94,115,2028,7,Where Rise of Nations really sets itself apart from the pack is with two innovations: territorial control and a big Risk-like macro game.,83
95,213,2028,7,"A game that borrows extensively but cautiously from the TBS genre, doing what it does extremely well but offering next to nothing which is new.",82
96,132,2028,7,"Rise of Nations’ biggest weakness—lack of variety—becomes obvious. Every nation is the same, except for some bonus modifiers; there really aren’t that many units; and in the end, you wind up wielding them as a jumbled horde.",80
97,105,2028,7,"Playing Rise of Nations won't make your jaw drop in amazement, but you'll probably still have lots of fun as long as you like RTS games. [Aug 2003, p.74]",80
98,253,2028,7,What truly sticks out about this real-time strategy game is that it never lets its engrossing depth create a dull moment.,80
99,49,2028,7,"Like its brethren, it is good - but without being amazing or breathtakingly original. [Aug 2003, p.72]",80
100,47,2028,7,"This is as unconventional as a conventional real-time strategy game can probably get, at onece like everything and nothing you've ever played. [July 2003, p.66]",80
101,78,203,15,"Sega's loss is Nintendo's gain: Bayonetta, twirling away from a gigantic demon's maw and smacking the highest choir of angels on the nose, has just given Wii U its first true classic. [Nov 2014, p.100]",100
102,140,203,15,"It is a masterclass in pure, unadulterated action-game design, where its insane eye-popping visuals meld effortlessly with some of the sharpest, most joyful combat to have ever graced a video game.",100
103,233,203,15,"Bayonetta 2 is the perfect action game. It oozes style and boasts gameplay that's both refined and lacking in excess. The combat is so purely entertaining that it's easy to lose yourself in the almost-zen flow of dodging, countering and kicking enemies to death.",100
104,93,203,15,"Quite possibly the best action game ever made, Bayonetta 2 is a pure gem of wonder, filled with epic fights, perfect gameplay, a magnificent visual and sound environment and even a multiplayer mode which fits perfectly within the format. A diabolical masterpiece that no Wii U should go without.",100
105,67,203,15,"It not only plays great, but there's so much style involved in just about every animation. Dashing turns you into a panther, double-jumping allows you to sprout butterfly wings, hovering turns you into a crow. Everything from the snapshot ""photo finish"" effect of completing a challenge room is painstakingly detailed.",100
106,148,203,15,"With Bayonetta 2, Wii U has its trump card: a queen of spades that takes advantages on almost every game of the genre and hits us right in the heart. It's an outstanding production, beautifully executed, with state of the art mechanics and ridiculously generous. And it can be enjoyed by everyone as its difficulty and handling can be adjusted. Definitely a beat them all no one has the right to ignore.",100
107,200,203,15,"Intense, gorgeous and thrilling to play, this is Platinum’s best game so far...A non-stop climax of excitement from the moment you start the Prologue, this is one of those games that demands to be played.",100
108,83,203,15,"Buy it if you liked the first one. Buy it, if you love it over the top all the way. Buy it if you love video games. Buy a Wii U if you have to. Bayonetta 2 sings all its praises in a celebration to this hobby of ours. But don't make the mistake of not playing it.",100
109,170,203,15,"Bayonetta 2 is a triumphant return for the series and for Platinum Games. Extreme bosses, a crazy good style and an addictive co-op mode are just the icing on top of an excellent fighting system. Go get it now for your Wii U.",100
110,199,203,15,"Bayonetta 2 doesn’t drastically change the already wacky formula that the first game introduced, but it’s a bigger and more nuanced version of its predecessor. It’s also the best game of its kind in years. If you’ve ever enjoyed this breed of reflex-heavy, hyperactive, ludicrous action game, Bayonetta 2 is a no-brainer.",100
111,202,203,15,"The sheer polish applied to every part of Bayonetta 2 is something every major studio should aspire to: the exceptional and wide-ranging soundtrack, the huge number of unlocks, the Nintendo easter eggs, the “making of” materials, and the unlockable characters that bring their own style. Not a single thing has been held back. In this second adventure, Bayonetta over-delivers in every regard, and it will be a long time before another fighting game threatens her crown.",100
112,408,203,15,"Platinum Games manages to improve everything we knew and loved from the first game, creating a master piece everybody should play.",100
113,255,203,15,"Bayonetta 2 is the best action game ever made. Masterclass in terms of combat system, depth and accessibility, with frantic and intense progress. Unforgettable challenging boss battles, full of content to unlock and a lovely main character.",100
114,87,203,15,"It's the obsession for detail that makes Bayonetta 2 so special. It might not be a unique game, but clearly one that's not common.",100
115,280,203,15,"Bayonetta 2 doesn’t do anything particularly new, but it does serve as an improvement of an already excellent action title, perfecting the formula even further.",100
116,55,203,15,"Bayonetta 2 is a Game of the Year contender, which comes extremely recommended.",100
117,74,203,15,"Bayonetta 2 will challenge some people. It will make the uncomfortable. It's transgressive in numerous ways, and with that comes the potential to offend. But in causing offence, Bayonetta 2 encourages conversation, and that's the very definition of a good work of art.",100
118,63,203,15,"Bayonetta 2 is a relentlessly entertaining ride from start to finish, with pacing meticulously designed to wring every last drop of adrenaline out of you before reigning things in with a quiet, humorous aside.",100
119,225,203,15,"Bayonetta 2 is perfect on all levels that supports a flawless gaming engine, exceptional graphics and kick-ass female protagonist.",100
120,210,203,15,"Yes, even with sh.tty story and questionable gender politics. [Issue#255, p.64]",100
121,404,203,15,"A more focused, more vibrant game that surpasses its predecessor and establishes itself as the best game on the Wii U and as the newest masterpiece of the genre.",100
122,145,203,15,"From its peerless combat to its outlandishly entertaining world, Bayonetta 2 is a triumph. Platinum Games has created a classic so thoroughly excellent that it can’t be ignored. Action games don’t get better than this.",98
123,243,203,15,"The glorious return of Kamiya's beloved brainchild, Bayonetta 2 is a master lesson in arcade action, flow, design and skill, even if it doesn't burn with the same passion of its predecessor.",96
124,213,203,15,"This sequel builds on everything that made the original great, and delivers one of the most satisfying action games I've played.",95
125,262,203,15,"Bayonetta 2's only ""flaw"" is the very similar gameplay compared to the first chapter, but it's still a wonderful and engaging action game with tons of extras, replayability, online co-op and inspired graphics. Definitely one of the best games one can buy on Nintendo Wii U.",95
126,192,203,15,"Bayonetta 2 is a smashing success, and proves that the WiiU can be the home of some great core titles.",95
127,77,203,15,"Filled with amazingly tuned combat, countless larger-than-life moments, copious amounts of legitimately challenging boss battles, interesting locations, lovable characters, and one of gaming’s most unforgettable heroines, Bayonetta 2 retains the crown as the standard for which all other stylish action games should strive to achieve.",95
128,4,203,15,"This is the game we were expecting, the one that gamers wanted. It's not so revolutionary as the first title, but it improves the gameplay lessons with a big personality.",95
129,355,203,15,"Bayonetta 2 is nothing less than the best game in its genre, and it’s a solid reason to buy a Wii U.",95
130,89,203,15,"It's action game J-style at its best, smooth to control, wonderful and crazy to watch. If you are even remotely interested in the genre, this is by far the best reason to own a WiiU as of today.",93
131,285,203,15,"Not quite the landmark the original game was, but a thrillingly absurd, deep and beautiful brawler. Soul-bursting sorcery for devotees of the combo. [Christmas 2014, p.86]",93
132,41,203,15,"It's absolutely a pure Bayonetta game, it's an absolute blast to play, and it absolutely belongs on Nintendo's growing roster of excellently crafted games for the Wii U.",92
133,338,203,15,This is the best character action game out right now. Go get this videogame if you like character action games.,92
134,179,203,15,"More of the same peerless action mechanics, barmy spectacle and wonderful depth. [Dec 2014, p.60]",91
135,84,203,15,"Bayonetta 2 is simply awesome. Platinum Games has done a great job improving their previous game, adding small details and creating a gorgeous looking new adventure for the sexy-witch. If you love action games, you can't miss this perfect cocktail of fun gameplay, great graphics and over-the-top humor.",90
136,82,203,15,"Bayonetta 2's biggest disappointment may be that it's an iterative sequel, but it's not such a problem when it's iterating on genius.",90
137,257,203,15,"A fantastic sequel, whose improvements may be relatively subtle but are more than enough to confirm Bayonetta 2 as one of the greatest action games ever made.",90
138,110,203,15,"Fluid and satisfying combat remains the centerpiece of the experience. No matter what you do, Bayonetta 2 makes you look and feel awesome while doing it.",90
139,413,203,15,"A system seller. It's a Nintendo-published game that is rarely seen, and a game that will legitimately make non-Wii U owners jealous. It's everything I want from a hardcore Nintendo title, offering genre-leading combat and eye-popping visual spectacle.",90
140,54,203,15,"Bayonetta 2 is something new blended with something familiar, improved in every way possible. Few other games can top it for sheer audacity and ballsiness, and if this is the last time we’ll ever see the leggy witch, then she’s going out with one hell of a bang.",90
141,279,203,15,"One of the best games to ever grace the Wii U. The sequel feels tighter, less obnoxious, and is a blast to play through. While the Wii U GamePad is not used in any significant way, and Tag Climax could have benefited from local co-op, this is the action-packed Bayonetta follow–up that I wanted.",90
142,70,203,15,"Bayonetta 2 expresses a meticulous devotion to excessive elaborateness of style and action. It's a calculated brawler that not only minds its rules with painstaking diligence, but trusts its operator with how to best interpret them. The delicate engineering of merciless destruction has long been Platinum Games' modus operandi, and Bayonetta 2 is the purest and most potent declaration of their intentions.",90
143,86,203,15,"Bayonetta 2 does not have the impact the original and fails to overcome it, but there are valuable additions like the cooperative mode.",90
144,220,203,15,"Despite not being as fresh and surprising as the original (which probably remains a better game overall), Bayonetta 2 is a heavenly triumph of excess: not only a sublime action game, but also a true killer application. Simply put, do not miss this one hell of a ride.",90
145,277,203,15,"Bayonetta is is a must buy for any action gaming fans. It's fast, intense and ridiculous, all with an entertaining story and a protagonist that is forever subverting and playing with her audience. It's pure Platinum Games, too, which means it'll likely be adored by its converts and ignored by too many...Brilliant, brash and impossible to ignore.",90
146,365,203,15,"Calling it “crazy” is not nearly enough. This game redefines action games, by taking everything to the next level. It's pure adrenaline, and its amazing combat system has yet to be reached. Its only fault lies in the excess of gigantic bosses, where the mechanics don't feel as perfect. If you love the action genre get this game. It's an order.",90
147,403,203,15,"Bayonetta 2 is the high-flying return of everyone's favorite Umbra Witch. Platinum Games pushes to the Wii U to its limit with fast action, magnificent vistas, and huge bosses. The addition of the original Bayonetta just pushes the entire package over the top. If you're a Devil May Cry fan, this is a must-buy.",90
148,451,203,15,"A near-perfect action game, then, and a irrefutable reason to own a Wii U.",90
149,129,203,15,"Sexy, breathtaking, lighting fast, beautiful. If you loved the first one, hurry up and get this one too.",90
150,378,203,15,"Bayonetta 2 may be nonsensical, tacky, and visually anarchic, but its got some of the finest combat an action game could offer. It's packed with style, looks magnificent, and is as elegant as spectacle fighter as you could hope for.",90
151,140,203,6,"Its predecessor still stands as one of the finest games of its genre. To have surpassed that with Bayonetta 2, and to have created a game that will be remembered as an absolute classic, is nothing short of astonishing.",100
152,148,203,6,"Years after its initial release, Bayonetta 2 keeps on delivering. It is still the best beat them all you can play at this time, the most beautiful, the craziest, the most generous. And the fact it's now playable wherever and whenever you want doesn't make it less essential, on the contrary.",100
153,93,203,6,"Bayonetta 2 on the Nintendo Switch doesn't change the fundamentals: it remains the same exquisite and breathtaking experience as before, delivering an excellent gameplay and insane action, along with the possibility to play this masterpiece anytime. One of the greatest action games of all time justifies its presence once again to all players out there.",100
154,370,203,6,"Whatever you're playing right now, drop it immediately and buy Bayonetta 2 - this is a game of dizzying quality. Can a port win Game of the Year? Hmm... Food for thought.",100
155,279,203,6,"Bayonetta 2 is an absolute masterpiece that should be experienced even if the character action game genre is not normally your cup of tea. It gleams with creativity and polish in absolutely every department. Had you asked me to find issue with the original Wii U release, I would have told you that significant frame rate drops can be an problem. Given the Switch’s correction of this singular issue, I have yet to identify a single thing to take issue with in Bayonetta 2 on Switch. I’ll let you know if one day I find something.",100
156,410,203,6,"Bayonetta 2 is Action video gaming perfected. The game is simply great, with amazing set pieces and a crazy story, but the real highlight of the game is the combat that simply thrives on letting the player figure out the best ways to tackle a fight without holding your hand. With the extra modes and the added bonus of the first game, there is no getting around it – this game is a masterpiece and a must have on the Switch.",100
157,272,203,6,"Bayonetta 2 for the Nintendo Switch brings a colossal Hack & Slash experience to a portable console for the first time, which can also be enjoyed at home in the living room. A port of a sublime game that could have had more work done on its graphics and gameplay, but that exceeds expectations.",95
158,221,203,6,"Bayonetta 2 is still an essential game despite the time since its launch on Wii U. This version may not provide excessive improvements or novelties, but if you didn't play at the time, you are facing the perfect opportunity to do so.",92
159,207,203,6,"Bayonetta 2 is one of the best ""hack´n slash"" games you can play in any console. It delivers intense combat, charming characters and non stop fun. On the down side, the Switch version is almost identical to the Wii U release.",92
160,408,203,6,"We would've liked to see Nintendo pushing its own hardware further with this version, but Bayonetta 2 is one of the best hack & slash ever made, and being able to play it anywhere is just the perfect excuse to discover this masterpiece.",92
161,430,203,6,"Where Bayonetta 2 for the Wii U left competing titles far behind, the Switch version shatters them completely. Although there isn't a lot of new content, a stable framerate and neat touch controls take the game to a higher level.",90
162,277,203,6,"Despite being a three-plus-year-old port, Bayonetta 2 shines brightest on Nintendo Switch. It runs without a hitch at 60fps, looks incredible in both handheld and tabletop modes and offers an addictive free-flowing combat formula that sprinkles in platforming, light exploration and a ridiculous story to create something that you simply need to experience. If you’ve never played it for before, you’re in for a treat. If you’ve already played it, it’s even more bewitching as a handheld gem.",90
163,257,203,6,"A fantastic sequel and one of the greatest action games ever made, and now available on a format that people actually own.",90
164,379,203,6,"The remastered version of Bayonetta 2 is a moral imperative for every owner of the Nintendo Switch who didn't play the most stylish and crazy action series of all time. There are some issues with the framerate here and there (especially in the exploration sequences), and the screen of the console has a better image quality than the TV. Nonetheless, a must-have for every action fan out there.",90
165,365,203,6,"Bayonetta 2 on Switch looks smoother and more solid. It is undoubtedly one of the best action games ever made, and it's a joy to play while we wait for the next chapter.",90
166,262,203,6,"After four years Bayonetta 2 remains the best action game ever made, maybe less refined in its combat if compared directly to its amazing predecessor, but still brilliant and spectacular like no other in its genre. A pity there's pretty much nothing new in this port.",90
